,Datetime,Trip Distance,trip total duration,duration in traffice,status,coordinates,speed,Traffic condition,Intensity,Origin,Destination,Country,City,Road,Postal_Code
21,2024-02-12T16:37:27.812Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
22,2024-02-12T16:42:27.896Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
23,2024-02-12T16:47:28.047Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
24,2024-02-12T16:52:28.118Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
25,2024-02-12T16:57:28.197Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
26,2024-02-12T17:02:28.357Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
27,2024-02-12T17:07:28.403Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
28,2024-02-12T17:12:28.497Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
29,2024-02-12T17:17:28.600Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
30,2024-02-12T17:22:28.729Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
31,2024-02-12T17:27:28.807Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
32,2024-02-12T17:32:28.923Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
33,2024-02-12T17:37:29.069Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
34,2024-02-12T17:42:29.128Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
35,2024-02-12T17:47:29.239Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
36,2024-02-12T17:52:29.328Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
37,2024-02-12T17:57:29.437Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
38,2024-02-12T18:02:29.500Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
39,2024-02-12T18:07:29.659Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
40,2024-02-12T18:12:29.752Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
41,2024-02-12T18:17:29.848Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
42,2024-02-12T18:22:29.900Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
43,2024-02-12T18:27:30.023Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
44,2024-02-12T18:32:30.142Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
45,2024-02-12T18:37:30.205Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
46,2024-02-12T18:42:30.361Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
47,2024-02-12T18:47:30.402Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
48,2024-02-12T18:52:30.499Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
49,2024-02-12T18:57:30.619Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
50,2024-02-12T19:02:30.711Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
51,2024-02-12T19:07:30.800Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
52,2024-02-12T19:12:30.921Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
53,2024-02-12T19:17:31.031Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
54,2024-02-12T19:22:31.143Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
55,2024-02-12T19:27:31.207Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
56,2024-02-12T19:32:31.310Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
57,2024-02-12T19:37:31.423Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
58,2024-02-12T19:42:31.537Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
59,2024-02-12T19:47:31.640Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
60,2024-02-12T19:52:31.712Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
61,2024-02-12T19:57:31.800Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
62,2024-02-12T20:02:31.960Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
63,2024-02-12T20:07:32.009Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
64,2024-02-12T20:12:32.122Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
65,2024-02-12T20:17:32.197Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
66,2024-02-12T20:22:32.307Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
67,2024-02-12T20:27:32.422Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
68,2024-02-12T20:32:32.533Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
69,2024-02-12T20:37:32.643Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
70,2024-02-12T20:42:32.694Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
71,2024-02-12T20:47:32.802Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
72,2024-02-12T20:52:32.937Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
73,2024-02-12T20:57:33.039Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
74,2024-02-12T21:02:33.124Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
75,2024-02-12T21:07:33.236Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
76,2024-02-12T21:12:33.279Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
77,2024-02-12T21:17:33.426Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
78,2024-02-12T21:22:33.499Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
79,2024-02-12T21:27:33.580Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
80,2024-02-12T21:32:33.679Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
81,2024-02-12T21:37:33.796Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
82,2024-02-12T21:42:33.862Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
83,2024-02-12T21:47:33.983Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
84,2024-02-12T21:52:34.090Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
85,2024-02-12T21:57:34.199Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
86,2024-02-12T22:02:34.268Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
87,2024-02-12T22:07:34.360Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
