,Datetime,Trip Distance,trip total duration,duration in traffice,status,coordinates,speed,Traffic condition,Intensity,Origin,Destination,Country,City,Road,Postal_Code
241,2024-02-13T10:57:49.661Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
242,2024-02-13T11:02:49.754Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
243,2024-02-13T11:07:49.875Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
244,2024-02-13T11:12:49.974Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
245,2024-02-13T11:17:50.073Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
246,2024-02-13T11:22:50.214Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
247,2024-02-13T11:27:50.262Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
248,2024-02-13T11:32:50.422Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
249,2024-02-13T11:37:50.464Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
250,2024-02-13T11:42:50.610Z,0.7 mi,4 mins,5 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",13.44,Heavy Traffic,0.58,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
251,2024-02-13T11:47:50.648Z,0.7 mi,4 mins,5 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",13.44,Heavy Traffic,0.58,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
252,2024-02-13T11:52:50.797Z,0.7 mi,4 mins,5 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",13.44,Heavy Traffic,0.58,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
253,2024-02-13T11:57:50.902Z,0.7 mi,4 mins,5 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",13.44,Heavy Traffic,0.58,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
254,2024-02-13T12:02:50.975Z,0.7 mi,4 mins,5 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",13.44,Heavy Traffic,0.58,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
255,2024-02-13T12:07:51.101Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
256,2024-02-13T12:12:51.232Z,0.7 mi,4 mins,5 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",13.44,Heavy Traffic,0.58,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
257,2024-02-13T12:17:51.292Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
258,2024-02-13T12:22:51.346Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
259,2024-02-13T12:27:51.459Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
260,2024-02-13T12:32:51.539Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
261,2024-02-13T12:37:51.682Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
262,2024-02-13T12:42:51.739Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
263,2024-02-13T12:47:51.876Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
264,2024-02-13T12:52:51.960Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
265,2024-02-13T12:57:52.067Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
266,2024-02-13T13:02:52.135Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
267,2024-02-13T13:07:52.274Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
268,2024-02-13T13:12:52.368Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
269,2024-02-13T13:17:52.459Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
270,2024-02-13T13:22:52.595Z,0.7 mi,4 mins,3 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",22.4,Low Traffic,0.0,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
271,2024-02-13T13:27:52.660Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
272,2024-02-13T13:32:52.773Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
273,2024-02-13T13:37:52.920Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
274,2024-02-13T13:42:52.953Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
275,2024-02-13T13:47:53.074Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
276,2024-02-13T13:52:53.186Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
277,2024-02-13T13:57:53.287Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
278,2024-02-13T14:02:53.328Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
279,2024-02-13T14:07:53.466Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
280,2024-02-13T14:12:53.549Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
281,2024-02-13T14:17:53.663Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
282,2024-02-13T14:22:53.762Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
283,2024-02-13T14:27:53.848Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
284,2024-02-13T14:32:53.942Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
285,2024-02-13T14:37:54.087Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
286,2024-02-13T14:42:54.113Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
287,2024-02-13T14:47:54.292Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
288,2024-02-13T14:52:54.367Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
289,2024-02-13T14:57:54.467Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
290,2024-02-13T15:02:54.600Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
291,2024-02-13T15:07:54.692Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
292,2024-02-13T15:12:54.752Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
293,2024-02-13T15:17:54.886Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
294,2024-02-13T15:22:54.991Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
295,2024-02-13T15:27:55.059Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
296,2024-02-13T15:32:55.148Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
297,2024-02-13T15:37:55.268Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
298,2024-02-13T15:42:55.379Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
299,2024-02-13T15:47:55.433Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
300,2024-02-13T15:52:55.584Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
301,2024-02-13T15:57:55.651Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
302,2024-02-13T16:02:55.764Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
303,2024-02-13T16:07:55.881Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
304,2024-02-13T16:12:55.963Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
305,2024-02-13T16:17:56.059Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
306,2024-02-13T16:22:56.176Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
307,2024-02-13T16:27:56.304Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
308,2024-02-13T16:32:56.361Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
309,2024-02-13T16:37:56.448Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
310,2024-02-13T16:42:56.572Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
311,2024-02-13T16:47:56.639Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
312,2024-02-13T16:52:56.738Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
313,2024-02-13T16:57:56.878Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
314,2024-02-13T17:02:56.959Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
315,2024-02-13T17:07:57.032Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
316,2024-02-13T17:12:57.192Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
317,2024-02-13T17:17:57.231Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
318,2024-02-13T17:22:57.357Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
319,2024-02-13T17:27:57.431Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
320,2024-02-13T17:32:57.525Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
321,2024-02-13T17:37:57.623Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
322,2024-02-13T17:42:57.728Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
323,2024-02-13T17:47:57.847Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
324,2024-02-13T17:52:57.961Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
325,2024-02-13T17:57:58.005Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
326,2024-02-13T18:02:58.132Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
327,2024-02-13T18:07:58.254Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
328,2024-02-13T18:12:58.327Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
329,2024-02-13T18:17:58.411Z,0.7 mi,4 mins,4 mins,OK,"origin=48.82967832085311,2.26086883973403&destination=48.82768832085311,2.267428840619317",16.8,Moderate Traffic,0.45,"48.82967832085311,2.26086883973403","48.82768832085311,2.267428840619317",France,issy-les-moulineux,Rue Rouget de Lisle,92130
