DateTime,Heavy_Vehicle,Commercial_Vehicle,Light_Vehicle,CongestionIndex,CO2Equivalent,AverageVehicleSpeed,All_Vehicle
2023-03-13 00:00:00,0.0,0.0,0.0,0.07986922,0.0,21.41,0.0
2023-03-13 01:00:00,0.0,0.0,0.0,0.0414414414,0.0,22.2,0.0
2023-03-13 02:00:00,0.0,0.0,0.0,0.0221043324,0.0,22.62,0.0
2023-03-13 03:00:00,0.0,0.0,0.0,0.0030368764,0.0,23.05,0.0
2023-03-13 04:00:00,0.0,0.0,0.0,0.0221043324,0.0,22.62,0.0
2023-03-13 05:00:00,0.0,0.0,0.0,-0.0358632193,0.0,95.92,0.0
2023-03-13 06:00:00,0.0,0.0,0.0,-0.0116822952,0.0,93.58,0.0
2023-03-13 07:00:00,66.0770092366,12.236483192,2.4472966384,0.1764290134,0.0061320376,78.92,80.760789067
2023-03-13 08:00:00,118.3800082271,21.9222237458,4.3844447492,0.4127371383,0.0112649797,65.47,144.6866767221
2023-03-13 09:00:00,135.2786625232,25.051604171,5.0103208342,0.4660748256,0.0129459672,63.08,165.34058752840002
2023-03-13 10:00:00,137.5473995947,25.4717406657,5.0943481331,0.4660748256,0.0131630819,63.08,168.1134883935
2023-03-13 11:00:00,136.5643967237,25.289703097,5.0579406194,0.4660748256,0.01306901,63.08,166.91204044010001
2023-03-13 12:00:00,129.4305178856,23.9686144233,4.7937228847,0.4369845022,0.0123863084,64.36,158.19285519360002
2023-03-13 13:00:00,113.6581245707,21.0478008464,4.2095601693,0.3742635989,0.0108769138,67.31,138.9154855864
2023-03-13 14:00:00,104.9356602499,19.4325296759,3.8865059352,0.3310305124,0.0100421869,69.48,128.25469586100002
2023-03-13 15:00:00,109.4304551753,20.2648991065,4.0529798213,0.3500141526,0.0104723321,68.51,133.7483341031
2023-03-13 16:00:00,125.1807340533,23.1816174173,4.6363234835,0.4176491425,0.0119796104,65.25,152.9986749541
2023-03-13 17:00:00,141.6163610461,26.2252520456,5.2450504091,0.4850293969,0.0135524755,62.28,173.0866635008
2023-03-13 18:00:00,145.5634604195,26.956196374,5.3912392748,0.4993984812,0.013930207,61.68,177.9108960683
2023-03-13 19:00:00,127.237039724,23.5624147637,4.7124829527,0.4368661163,0.0121763958,64.4,155.51193744039998
2023-03-13 20:00:00,97.7744877014,18.1063866114,3.6212773223,0.3018045332,0.0093568733,71.09,119.5021516351
2023-03-13 21:00:00,61.1184752456,11.3182361566,2.2636472313,0.171515019,0.0056669235,79.02,74.7003586335
2023-03-13 22:00:00,12.8736662491,2.3840122683,0.4768024537,0.0605504587,0.0011713161,87.2,15.734480971099998
2023-03-13 23:00:00,0.0,0.0,0.0,0.0993818355,0.0,21.03,0.0
2023-03-14 00:00:00,0.0,0.0,0.0,0.0993818355,0.0,21.03,0.0
2023-03-14 01:00:00,0.0,0.0,0.0,0.0414414414,0.0,22.2,0.0
2023-03-14 02:00:00,0.0,0.0,0.0,0.0221043324,0.0,22.62,0.0
2023-03-14 03:00:00,0.0,0.0,0.0,0.0221043324,0.0,22.62,0.0
2023-03-14 04:00:00,0.0,0.0,0.0,0.0221043324,0.0,22.62,0.0
2023-03-14 05:00:00,0.0,0.0,0.0,-0.0358632193,0.0,95.92,0.0
2023-03-14 06:00:00,0.0,0.0,0.0,0.0078037404,0.0,91.77,0.0
2023-03-14 07:00:00,61.4934729197,11.3876801703,2.2775360341,0.1571595422,0.0056934,80.11,75.1586891241
2023-03-14 08:00:00,113.0987000551,20.9442037139,4.1888407428,0.388586367,0.0107595663,66.62,138.2317445118
2023-03-14 09:00:00,132.0615025369,24.4558338031,4.8911667606,0.4516250894,0.0126380897,63.71,161.4085031006
2023-03-14 10:00:00,138.8622054375,25.7152232292,5.1430446458,0.4707828373,0.0132889069,62.88,169.7204733125
2023-03-14 11:00:00,138.2061809655,25.5937372158,5.1187474432,0.4754908489,0.0132261263,62.68,168.9186656245
2023-03-14 12:00:00,127.9147413352,23.6879150621,4.7375830124,0.432204123,0.0122412508,64.58,156.3402394097
2023-03-14 13:00:00,111.3383973191,20.6182217258,4.1236443452,0.3597415683,0.0106549193,68.03,136.08026339010001
2023-03-14 14:00:00,105.1785348793,19.4775064591,3.8955012918,0.3310305124,0.0100654296,69.48,128.5515426302
2023-03-14 15:00:00,113.2756899962,20.9769796289,4.1953959258,0.3694010018,0.0108403154,67.54,138.4480655509
2023-03-14 16:00:00,136.3505099593,25.2500944369,5.0500188874,0.4562878327,0.0130485414,63.54,166.6506232836
2023-03-14 17:00:00,131.3672679435,24.3272718414,4.8654543683,0.5624888041,0.0125716525,59.21,160.5599941532
2023-03-14 18:00:00,181.1394284657,33.5443386048,6.708867721,1.144999734,0.0173347744,51.2066666667,221.3926347915
2023-03-14 19:00:00,133.7183227483,24.7626523608,4.9525304722,1.1747466181,0.012796645,50.1666666667,163.4335055813
2023-03-14 20:00:00,93.2894526716,17.2758245688,3.4551649138,0.2921477606,0.0089276621,71.65,114.02044215420001
2023-03-14 21:00:00,58.4692569256,10.8276401714,2.1655280343,0.1522328868,0.0052219631,80.31,71.46242513130001
2023-03-14 22:00:00,12.2339039306,2.2655377649,0.453107553,0.0414414414,0.0010462805,88.8,14.9525492485
2023-03-14 23:00:00,0.0,0.0,0.0,0.0993818355,0.0,21.03,0.0
2023-03-15 00:00:00,0.0,0.0,0.0,0.0993818355,0.0,21.03,0.0
2023-03-15 01:00:00,0.0,0.0,0.0,0.0993818355,0.0,21.03,0.0
2023-03-15 02:00:00,0.0,0.0,0.0,0.0605504587,0.0,21.8,0.0
2023-03-15 03:00:00,0.0,0.0,0.0,0.0414414414,0.0,22.2,0.0
2023-03-15 04:00:00,0.0,0.0,0.0,0.0605504587,0.0,21.8,0.0
2023-03-15 05:00:00,0.0,0.0,0.0,-0.0165886857,0.0,94.04,0.0
2023-03-15 06:00:00,0.0,0.0,0.0,0.0078037404,0.0,91.77,0.0
2023-03-15 07:00:00,60.0812654392,11.1261602665,2.2252320533,0.1523430406,0.005567664,80.46,73.432657759
2023-03-15 08:00:00,108.9459737704,20.1751803279,4.0350360656,0.369468984,0.0103652933,67.55,133.1561901639
2023-03-15 09:00:00,125.9372905041,23.3217204637,4.6643440927,0.4271604938,0.0120520117,64.8,153.9233550605
2023-03-15 10:00:00,133.2937646453,24.6840304899,4.936806098,0.4516250894,0.0127560154,63.71,162.91460123320002
