DateTime,Heavy_Vehicle,Commercial_Vehicle,Light_Vehicle,CongestionIndex,CO2Equivalent,AverageVehicleSpeed,All_Vehicle
2023-03-13 00:00:00,0.0,0.0,0,0.1007579135,0.0,22.43,0.0
2023-03-13 01:00:00,0.0,0.0,0,0.058294042,0.0,23.33,0.0
2023-03-13 02:00:00,0.0,0.0,0,0.037394958,0.0,23.8,0.0
2023-03-13 03:00:00,0.0,0.0,0,0.0160493827,0.0,24.3,0.0
2023-03-13 04:00:00,0.0,0.0,0,0.0160493827,0.0,24.3,0.0
2023-03-13 05:00:00,0.0,0.0,0,-0.0264195584,0.0,101.44,0.0
2023-03-13 06:00:00,17.6050545832,1.6504738672,0,0.0107422294,0.0011671398,97.74,19.2555284504
2023-03-13 07:00:00,91.2732428362,8.5568665159,0,0.2171429698,0.0068677285,81.5,99.8301093521
2023-03-13 08:00:00,132.9210871526,12.4613519206,0,0.5348289005,0.0103593571,64.38,145.3824390732
2023-03-13 09:00:00,141.4390825193,13.2599139862,0,0.5877813505,0.0111033098,62.2,154.6989965055
2023-03-13 10:00:00,145.6876078289,13.658213234,0,0.6352955148,0.0114368293,60.4,159.3458210629
2023-03-13 11:00:00,147.2199296253,13.8018684024,0,0.6515050167,0.0115571202,59.8,161.02179802770002
2023-03-13 12:00:00,143.7962881689,13.4809020158,0,0.6193645982,0.0112883561,61.0,157.2771901847
2023-03-13 13:00:00,132.5772119042,12.429113616,0,0.4924900373,0.0104076315,66.24,145.0063255202
2023-03-13 14:00:00,126.1142994382,11.8232155723,0,0.4077170098,0.0099002773,70.16,137.93751501050002
2023-03-13 15:00:00,130.503922905,12.2347427723,0,0.4660706323,0.0102448733,67.38,142.7386656773
2023-03-13 16:00:00,141.0930467701,13.2274731347,0,0.5770456901,0.0110761451,62.66,154.3205199048
2023-03-13 17:00:00,152.1820917112,14.2670710979,0,0.7202324636,0.0119466619,57.43,166.44916280910002
2023-03-13 18:00:00,155.8654356176,14.6123845891,0,0.7623559795,0.0122358133,56.04,170.47782020670002
2023-03-13 19:00:00,147.0083744391,13.7820351037,0,0.6672472312,0.0115405126,59.3,160.7904095428
2023-03-13 20:00:00,124.8886118227,11.7083073584,0,0.4131445204,0.0098040578,70.1,136.5969191811
2023-03-13 21:00:00,85.1239561798,7.9803708919,0,0.1906607454,0.0060050848,83.12,93.1043270717
