DateTime,Heavy_Vehicle,Commercial_Vehicle,Light_Vehicle,CongestionIndex,CO2Equivalent,AverageVehicleSpeed,All_Vehicle
2023-03-13 00:00:00,0.0,0.0,0.0,0.0491709548,0.0,34.98,0.0
2023-03-13 01:00:00,0.0,0.0,0.0,0.0140922907,0.0,36.19,0.0
2023-03-13 02:00:00,0.0,0.0,0.0,0.0140922907,0.0,36.19,0.0
2023-03-13 03:00:00,0.0,0.0,0.0,-0.0032590983,0.0,36.82,0.0
2023-03-13 04:00:00,0.0,0.0,0.0,0.0140922907,0.0,36.19,0.0
2023-03-13 05:00:00,0.0,0.0,0.0,-0.0207853137,0.0,149.94,0.0
2023-03-13 06:00:00,0.0,0.0,0.0,0.0098356095,0.0,145.4,0.0
2023-03-13 07:00:00,434.4638526653,42.5018986303,25.1863102994,0.1628885327,0.0603186243,126.56,502.152061595
2023-03-13 08:00:00,642.4870142228,62.8519905218,37.2456240129,0.3375211111,0.0928296929,109.76,742.5846287574999
2023-03-13 09:00:00,617.4753789747,60.4052001171,35.7956741435,0.2808428048,0.0902311705,114.69,713.6762532353
2023-03-13 10:00:00,575.2007343341,56.2696370544,33.3449701063,0.2108697054,0.077330889,121.24,664.8153414948001
2023-03-13 11:00:00,561.4296545574,54.9224662067,32.546646641,0.2021427814,0.0731536015,122.12,648.8987674051001
2023-03-13 12:00:00,547.5670591239,53.5663427404,31.7430179202,0.1803214749,0.0713473222,124.38,632.8764197845001
2023-03-13 13:00:00,540.9916690672,52.9230980609,31.361835888,0.1714012129,0.0704905568,125.32,625.2766030160999
2023-03-13 14:00:00,540.1624047476,52.8419743775,31.3137625941,0.1714012129,0.0703825047,125.32,624.3181417192001
2023-03-13 15:00:00,550.1135765824,53.8154585787,31.8906421207,0.1847816059,0.0716791303,123.91,635.8196772818001
2023-03-13 16:00:00,565.4999121754,55.3206435824,32.7826036044,0.2021427814,0.07540374,122.12,653.6031593622
2023-03-13 17:00:00,576.9343653832,56.4392313962,33.445470457,0.224149433,0.0826262649,119.92,666.8190672364001
2023-03-13 18:00:00,567.1940460077,55.486374066,32.8808142613,0.2109959331,0.0779175354,121.24,655.561234335
2023-03-13 19:00:00,533.7900034467,52.2185872937,30.9443480259,0.1628264478,0.0701254515,126.28,616.9529387663
2023-03-13 20:00:00,502.239699244,49.1321444913,29.1153448837,0.1192083436,0.0654412223,131.18,580.487188619
2023-03-13 21:00:00,123.7455601536,12.1055439281,7.1736556611,0.0797667651,0.0161238961,135.98,143.0247597428
2023-03-13 22:00:00,0.0,0.0,0.0,0.0317683441,0.0,142.28,0.0
