DateTime,Heavy_Vehicle,Commercial_Vehicle,Light_Vehicle,CongestionIndex,CO2Equivalent,AverageVehicleSpeed,All_Vehicle
2023-04-19 14:00:00,65.6950379754,3.649724332,0.0,0.2675167022,0.0052225595,31.8,69.3447623074
2023-04-19 15:00:00,67.9069208384,3.7726067132,0.0,0.2842574888,0.0053983976,62.76,71.6795275516
2023-04-19 16:00:00,71.5307452737,3.973930293,0.0,0.3169934641,0.0056864808,61.2,75.5046755667
2023-04-19 17:00:00,69.6063918419,3.867021769,0.0,0.3006254764,0.0055335004,61.98,73.47341361090001
2023-04-19 18:00:00,62.2010381524,3.4556132307,0.0,0.2510170217,0.0049447969,64.45,65.6566513831
2023-04-19 19:00:00,54.1874280404,3.0104126689,0.0,0.1935352799,0.0043077388,67.54,57.1978407093
2023-04-19 20:00:00,49.8411090147,2.7689505008,0.0,0.1520869068,0.0039622194,69.96,52.610059515500005
2023-04-19 21:00:00,20.7147720735,1.1508206708,0.0,0.1110095224,0.0016467626,72.59,21.865592744300002
2023-04-19 22:00:00,2.8179156124,0.1565508674,0.0,0.0207700101,0.0002240159,78.96,2.9744664798000002
2023-04-19 23:00:00,0.0,0.0,0.0,0.0207700101,0.0,19.74,0.0
2023-04-20 00:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-20 01:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-20 02:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-20 03:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-20 04:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-20 05:00:00,0.0,0.0,0.0,-0.0040122315,0.0,81.15,0.0
2023-04-20 06:00:00,57.9319566776,3.2184420376,0.0,0.2100232823,0.0046054177,67.49,61.1503987152
2023-04-20 07:00:00,89.4068224231,4.9670456902,0.0,0.4241372225,0.0071075756,57.23,94.37386811329999
2023-04-20 08:00:00,104.7054359623,5.8169686646,0.0,0.5393741506,0.0083237697,52.47,110.5224046269
2023-04-20 09:00:00,78.6645420579,4.3702523366,0.0,0.3252813288,0.0062535964,60.88,83.0347943945
2023-04-20 10:00:00,63.9555973293,3.5530887405,0.0,0.2507759156,0.0050842791,64.44,67.50868606979999
2023-04-20 11:00:00,62.3624882498,3.4645826805,0.0,0.2507759156,0.0049576317,64.44,65.8270709303
2023-04-20 12:00:00,62.3624882498,3.4645826805,0.0,0.2507759156,0.0049576317,64.44,65.8270709303
2023-04-20 13:00:00,62.3624882498,3.4645826805,0.0,0.2507759156,0.0049576317,64.44,65.8270709303
2023-04-20 14:00:00,64.2370474705,3.5687248595,0.0,0.2591463089,0.0051066536,64.02,67.80577233
2023-04-20 15:00:00,67.6986364805,3.76103536,0.0,0.2842574888,0.0053818396,62.76,71.4596718405
2023-04-20 16:00:00,71.5307452737,3.973930293,0.0,0.3169934641,0.0056864808,61.2,75.5046755667
2023-04-20 17:00:00,69.6063918419,3.867021769,0.0,0.3006254764,0.0055335004,61.98,73.47341361090001
2023-04-20 18:00:00,62.2010381524,3.4556132307,0.0,0.2510170217,0.0049447969,64.45,65.6566513831
2023-04-20 19:00:00,54.1874280404,3.0104126689,0.0,0.1935352799,0.0043077388,67.54,57.1978407093
2023-04-20 20:00:00,49.8411090147,2.7689505008,0.0,0.1520869068,0.0039622194,69.96,52.610059515500005
2023-04-20 21:00:00,20.7147720735,1.1508206708,0.0,0.1110095224,0.0016467626,72.59,21.865592744300002
2023-04-20 22:00:00,2.8179156124,0.1565508674,0.0,0.0207700101,0.0002240159,78.96,2.9744664798000002
2023-04-20 23:00:00,0.0,0.0,0.0,0.0207700101,0.0,19.74,0.0
2023-04-21 00:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-21 01:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-21 02:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-21 03:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-21 04:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-21 05:00:00,0.0,0.0,0.0,-0.0040122315,0.0,81.15,0.0
2023-04-21 06:00:00,32.653040723,1.8140578179,0.0,0.1112464941,0.0025958193,72.89,34.4670985409
2023-04-21 07:00:00,54.3271726964,3.0181762609,0.0,0.2430169655,0.0043188481,64.92,57.3453489573
2023-04-21 08:00:00,63.2236031452,3.512422397,0.0,0.2593302465,0.0050260878,64.1,66.7360255422
2023-04-21 09:00:00,61.2875381094,3.4048632283,0.0,0.2345173411,0.0048721764,65.3,64.6924013377
2023-04-21 10:00:00,55.8186847517,3.1010380418,0.0,0.2017764421,0.0044374189,67.08,58.9197227935
2023-04-21 11:00:00,56.075639455,3.1153133031,0.0,0.2100176044,0.004457846,66.62,59.1909527581
2023-04-21 12:00:00,54.1290592901,3.0071699606,0.0,0.1852941176,0.0043030987,68.0,57.136229250700005
2023-04-21 13:00:00,54.1290592901,3.0071699606,0.0,0.1852941176,0.0043030987,68.0,57.136229250700005
2023-04-21 14:00:00,56.075639455,3.1153133031,0.0,0.2100176044,0.004457846,66.62,59.1909527581
2023-04-21 15:00:00,58.3319947667,3.2406663759,0.0,0.2182587666,0.0046372195,66.16,61.5726611426
2023-04-21 16:00:00,61.4965473416,3.4164748523,0.0,0.2507759156,0.004888792,64.44,64.9130221939
2023-04-21 17:00:00,60.6306064333,3.3683670241,0.0,0.2426466283,0.0048199523,64.87,63.998973457400005
2023-04-21 18:00:00,55.0216766825,3.0567598157,0.0,0.2017764421,0.0043740591,67.08,58.0784364982
2023-04-21 19:00:00,47.8931256251,2.6607292014,0.0,0.1357656756,0.0038073606,70.98,50.5538548265
2023-04-21 20:00:00,19.9727499835,1.1095972213,0.0,0.1028489069,0.001587774,73.1,21.0823472048
2023-04-21 21:00:00,2.8179156124,0.1565508674,0.0,0.0781576002,0.0002240159,74.77,2.9744664798000002
2023-04-21 22:00:00,0.0,0.0,0.0,0.0455952222,0.0,77.1,0.0
2023-04-21 23:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-22 00:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-22 01:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-22 02:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-22 03:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-22 04:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-22 05:00:00,0.0,0.0,0.0,0.0042763968,0.0,80.32,0.0
2023-04-22 06:00:00,55.9191007453,3.1066167081,0.0,0.1933161117,0.0044454016,68.27,59.0257174534
2023-04-22 07:00:00,130.5467735591,7.2525985311,0.0,0.6462241451,0.010378079,49.11,137.7993720902
2023-04-22 08:00:00,97.5106927106,5.4172607061,0.0,0.4733960294,0.0077518091,55.36,102.92795341669999
2023-04-22 09:00:00,28.5231918173,1.5846217676,0.0,0.103119787,0.0022675086,73.24,30.1078135849
2023-04-22 10:00:00,2.8179156124,0.1565508674,0.0,0.0207700101,0.0002240159,78.96,2.9744664798000002
2023-04-22 11:00:00,0.0,0.0,0.0,0.0207700101,0.0,78.96,0.0
2023-04-22 12:00:00,0.0,0.0,0.0,0.0455952222,0.0,77.1,0.0
2023-04-22 13:00:00,0.0,0.0,0.0,0.0538702929,0.0,76.48,0.0
2023-04-22 14:00:00,0.0,0.0,0.0,0.0538702929,0.0,76.48,0.0
2023-04-22 15:00:00,0.0,0.0,0.0,0.0781576002,0.0,74.77,0.0
2023-04-22 16:00:00,0.0,0.0,0.0,0.0862533693,0.0,74.2,0.0
2023-04-22 17:00:00,0.0,0.0,0.0,0.0862533693,0.0,74.2,0.0
2023-04-22 18:00:00,0.0,0.0,0.0,0.0781576002,0.0,74.77,0.0
2023-04-22 19:00:00,0.0,0.0,0.0,0.061966062,0.0,75.91,0.0
2023-04-22 20:00:00,0.0,0.0,0.0,0.0538702929,0.0,76.48,0.0
2023-04-22 21:00:00,0.0,0.0,0.0,0.0538702929,0.0,76.48,0.0
2023-04-22 22:00:00,0.0,0.0,0.0,0.0538702929,0.0,76.48,0.0
2023-04-22 23:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-23 00:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-23 01:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-23 02:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-23 03:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-23 04:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-23 05:00:00,0.0,0.0,0.0,0.0125326248,0.0,79.66,0.0
2023-04-23 06:00:00,0.0,0.0,0.0,0.0125137821,0.0,79.62,0.0
2023-04-23 07:00:00,46.2454635961,2.569192422,0.0,0.1771183638,0.0036763764,68.84,48.8146560181
2023-04-23 08:00:00,60.5581698711,3.3643427706,0.0,0.2675714088,0.0048141938,63.64,63.922512641699996
2023-04-23 09:00:00,23.5014186169,1.3056343676,0.0,0.1193113252,0.0018682927,72.1,24.8070529845
2023-04-23 10:00:00,2.8179156124,0.1565508674,0.0,0.0538702929,0.0002240159,76.48,2.9744664798000002
2023-04-23 11:00:00,25.3612405116,1.4089578062,0.0,0.0947531378,0.0020161429,73.67,26.7701983178
2023-04-23 12:00:00,44.4948004562,2.4719333587,0.0,0.1357656756,0.0035372039,70.98,46.966733814899996
2023-04-23 13:00:00,52.0220330985,2.8901129499,0.0,0.1686905122,0.0041355964,68.98,54.912146048400004
2023-04-23 14:00:00,70.0075944619,3.8893108034,0.0,0.2839149401,0.0055653949,62.88,73.89690526529999
2023-04-23 15:00:00,117.5295221553,6.5294178975,0.0,0.5394235172,0.0093432463,52.52,124.0589400528
2023-04-23 16:00:00,194.7982403537,10.8221244641,0.0,0.8602430687,0.0154858788,43.45,205.6203648178
2023-04-23 17:00:00,187.0816034324,10.3934224129,0.0,0.8684525839,0.0148724292,43.21,197.4750258453
2023-04-23 18:00:00,102.6510147546,5.702834153,0.0,0.440536123,0.0081604494,56.35,108.3538489076
2023-04-23 19:00:00,54.726175469,3.0403430816,0.0,0.1604692562,0.0043505677,69.52,57.7665185506
2023-04-23 20:00:00,11.766343843,0.6536857691,0.0,0.0945511381,0.0009353892,73.65,12.420029612099999
2023-04-23 21:00:00,0.0,0.0,0.0,0.0781576002,0.0,74.77,0.0
2023-04-23 22:00:00,0.0,0.0,0.0,0.0538702929,0.0,76.48,0.0
2023-04-23 23:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-24 00:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-24 01:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-24 02:00:00,0.0,0.0,0.0,0.0207700101,0.0,19.74,0.0
2023-04-24 03:00:00,0.0,0.0,0.0,-0.012254902,0.0,20.4,0.0
2023-04-24 04:00:00,0.0,0.0,0.0,0.0538702929,0.0,19.12,0.0
2023-04-24 05:00:00,0.0,0.0,0.0,0.0124361952,0.0,79.79,0.0
2023-04-24 06:00:00,36.1124150585,2.006245281,0.0,0.1522895861,0.0028708292,70.32,38.118660339499996
2023-04-24 07:00:00,66.450298154,3.6916832308,0.0,0.3251530016,0.0052826004,60.83,70.14198138479999
2023-04-24 08:00:00,67.7462109465,3.7636783859,0.0,0.2840710893,0.0053856216,62.79,71.5098893324
2023-04-24 09:00:00,61.5761850788,3.420899171,0.0,0.2426466283,0.004895123,64.87,64.9970842498
2023-04-24 10:00:00,58.321430678,3.2400794821,0.0,0.2182587666,0.0046363797,66.16,61.5615101601
2023-04-24 11:00:00,57.7441367391,3.2080075966,0.0,0.2182587666,0.0045904866,66.16,60.9521443357
2023-04-24 12:00:00,57.7441367391,3.2080075966,0.0,0.2182587666,0.0045904866,66.16,60.9521443357
2023-04-24 13:00:00,61.2079003721,3.4004389096,0.0,0.2426466283,0.0048658454,64.87,64.6083392817
2023-04-24 14:00:00,64.2370474705,3.5687248595,0.0,0.2591463089,0.0051066536,64.02,67.80577233
2023-04-24 15:00:00,66.7364597647,3.707581098,0.0,0.2842574888,0.0053053494,62.76,70.4440408627
2023-04-24 16:00:00,71.2100197017,3.9561122057,0.0,0.3088094703,0.0056609841,61.59,75.1661319074
2023-04-24 17:00:00,67.7069355157,3.7614964175,0.0,0.2924414826,0.0053824993,62.37,71.4684319332
2023-04-24 18:00:00,58.167506943,3.2315281635,0.0,0.2181468916,0.0046241432,66.19,61.3990351065
2023-04-24 19:00:00,49.9209220424,2.7733845579,0.0,0.1603887095,0.0039685643,69.47,52.6943066003
2023-04-24 20:00:00,37.3749250512,2.0763847251,0.0,0.1194444444,0.002971195,72.0,39.4513097763
