DateTime,Heavy_Vehicle,Commercial_Vehicle,Light_Vehicle,All_Vehicle,CongestionIndex,CO2Equivalent,AverageVehicleSpeed
2023-03-13 00:00:00,0.0,0.0,0.0,0.0,0.1116736152,0.0,33.58
2023-03-13 01:00:00,0.0,0.0,0.0,0.0,0.0638358507,0.0,35.09
2023-03-13 02:00:00,0.0,0.0,0.0,0.0,0.0320707769,0.0,36.17
2023-03-13 03:00:00,0.0,0.0,0.0,0.0,0.0320707769,0.0,36.17
2023-03-13 04:00:00,0.0,0.0,0.0,0.0,0.0320707769,0.0,36.17
2023-03-13 05:00:00,0.0,0.0,0.0,0.0,-0.023477512,0.0,152.92
2023-03-13 06:00:00,49.99664263,7.8799056319,2.1737670709,39.9429699272,0.0361569001,0.0070404061,144.28
2023-03-13 07:00:00,248.9110056547,39.2305389347,10.8222176372,198.8582490828,0.7946748199,0.0389569905,91.2408333333
2023-03-13 08:00:00,433.3381575509,68.2978617879,18.8407894587,346.1995063042,0.8303364771,0.0740776485,81.65
2023-03-13 09:00:00,420.0916105532,66.2100907937,18.2648526327,335.6166671268,0.6433298707,0.0681441455,90.96
2023-03-13 10:00:00,375.6357924103,59.2034672821,16.3319909744,300.1003341538,0.5044460942,0.0592136323,99.26
2023-03-13 11:00:00,361.7508142401,57.0150739835,15.7282962713,289.0074439853,0.4766613924,0.0570248633,101.12
2023-03-13 12:00:00,352.8683657067,55.6151228559,15.3421028568,281.9111399939,0.4531377447,0.0556246718,102.76
2023-03-13 13:00:00,345.2794447058,54.4190429156,15.0121497698,275.8482520204,0.4252497212,0.0544283865,104.77
2023-03-13 14:00:00,350.7871703102,55.2871083641,15.2516161004,280.2484458456,0.4411553961,0.0552966009,103.62
2023-03-13 15:00:00,372.6083844292,58.726321459,16.2003645404,297.6816984299,0.5043909203,0.0587364045,99.28
2023-03-13 16:00:00,418.0280411737,65.8848543154,18.1751322249,333.9680546333,0.6315542266,0.0658961665,91.6
2023-03-13 17:00:00,490.3394715504,77.2817645378,21.3191074587,391.7385995538,0.8736374361,0.08637984,79.81
2023-03-13 18:00:00,228.7398589344,36.0513908103,9.945211258,182.7432568661,1.9090659152,0.0422327446,61.7666666667
2023-03-13 19:00:00,268.2704377485,42.2817537756,11.663932076,214.3247518969,1.4770189715,0.0433379784,69.2766666667
2023-03-13 20:00:00,323.2459243966,50.946368519,14.0541706259,258.2453852517,0.4449741915,0.0509551158,103.67
2023-03-13 21:00:00,226.4035943952,35.6831752036,9.8436345389,180.8767846527,0.2068580712,0.0332554723,123.97
2023-03-13 22:00:00,91.9367578152,14.4900324817,3.9972503398,73.4494749937,0.0798380098,0.0129463116,138.28
2023-03-13 23:00:00,58.2649108441,9.1830566004,2.5332569932,46.5485972504,0.1116736152,0.0082047237,33.58
2023-03-14 00:00:00,0.0,0.0,0.0,0.0,0.1116736152,0.0,33.58
2023-03-14 01:00:00,0.0,0.0,0.0,0.0,0.0638358507,0.0,35.09
2023-03-14 02:00:00,0.0,0.0,0.0,0.0,0.0480067378,0.0,35.62
2023-03-14 03:00:00,0.0,0.0,0.0,0.0,0.0320707769,0.0,36.17
2023-03-14 04:00:00,0.0,0.0,0.0,0.0,0.0320707769,0.0,36.17
2023-03-14 05:00:00,0.0,0.0,0.0,0.0,-0.0155590717,0.0,151.68
2023-03-14 06:00:00,47.8818286958,7.5465925662,2.0818186389,38.2534174907,0.036144907,0.0067426032,144.2
2023-03-14 07:00:00,306.1105269912,48.2456808845,13.3091533474,244.5556927593,0.3894724102,0.0479855361,109.38
2023-03-14 08:00:00,344.5816290712,54.3090611036,14.9818099596,275.290758008,1.8144225306,0.0620251091,60.3466666667
2023-03-14 09:00:00,330.0165671286,52.0134806888,14.3485463969,263.654540043,1.2512046466,0.054591319,70.3833333333
2023-03-14 10:00:00,402.8965327206,63.4999970049,17.5172405531,321.8792951626,0.6672621706,0.0635108997,89.56
2023-03-14 11:00:00,423.3459522291,66.7230033405,18.4063457491,338.2166031396,0.6673355109,0.0667344594,89.56
2023-03-14 12:00:00,408.0564078184,64.3132381888,17.7415829486,326.001586681,0.6197623098,0.0643242805,92.2
2023-03-14 13:00:00,369.8510578463,58.2917428127,16.0804807759,295.4788342577,0.4965569964,0.0583017513,99.85
2023-03-14 14:00:00,359.7010041471,56.6920060884,15.6391740934,287.3698239653,0.4570389049,0.0567017399,102.49
2023-03-14 15:00:00,390.498963434,61.5460322804,16.9782158015,311.9747153522,0.5559726774,0.0615565995,96.04
2023-03-14 16:00:00,462.3811120408,72.875283963,20.1035266105,369.4023014674,0.7628382736,0.0788515988,84.92
2023-03-14 17:00:00,568.5358496103,89.6061936886,24.7189499831,454.2107059386,1.1438774205,0.1055325868,69.86
2023-03-14 18:00:00,387.2978405983,61.0415074856,16.8390365478,309.417296565,1.6317238019,0.0730940167,59.5633333333
2023-03-14 19:00:00,189.50310991,29.867337975,8.2392656483,151.3965062868,2.6996200729,0.0357645771,49.7733333333
2023-03-14 20:00:00,293.122403412,46.1986396682,12.7444523223,234.1793114216,0.5244699224,0.047348275,93.5875
