DateTime,Heavy_Vehicle,Commercial_Vehicle,Light_Vehicle,All_Vehicle,CongestionIndex,CO2Equivalent,AverageVehicleSpeed
2023-03-13 00:00:00,0.0,0.0,0.0,0.0,0.0861494526,0.0,21.01
2023-03-13 01:00:00,0.0,0.0,0.0,0.0,0.0506445672,0.0,21.72
2023-03-13 02:00:00,0.0,0.0,0.0,0.0,0.0325791855,0.0,22.1
2023-03-13 03:00:00,0.0,0.0,0.0,0.0,0.0237774787,0.0,22.29
2023-03-13 04:00:00,0.0,0.0,0.0,0.0,0.0237774787,0.0,22.29
2023-03-13 05:00:00,0.0,0.0,0.0,0.0,-0.0116933738,0.0,92.36
2023-03-13 06:00:00,40.9165698165,0.6599446745,5.2795573957,34.9770677464,0.023822551,0.0062163778,89.19
2023-03-13 07:00:00,215.3295200868,3.4730567756,27.7844542048,184.0720091065,0.2106262387,0.0385239865,75.68
2023-03-13 08:00:00,301.5629000474,4.8639177427,38.9113419416,257.7876403631,0.4487230139,0.0545019218,63.01
2023-03-13 09:00:00,299.0432148226,4.8232776584,38.5862212674,255.6337158968,0.4023416932,0.0540465353,65.11
2023-03-13 10:00:00,287.7668184951,4.6414002983,37.1312023865,245.9942158104,0.349112697,0.052008535,67.66
2023-03-13 11:00:00,286.4028997564,4.619401609,36.9552128718,244.8282852756,0.3534994069,0.0517620319,67.44
2023-03-13 12:00:00,285.798932104,4.6096601952,36.8772815618,244.311990347,0.3513060519,0.0516528759,67.55
2023-03-13 13:00:00,282.1915766033,4.551477042,36.4118163359,241.2282832254,0.3355094391,0.0510009131,68.35
2023-03-13 14:00:00,287.1118906947,4.6308369467,37.0466955735,245.4343581745,0.3512258541,0.0518901689,67.56
2023-03-13 15:00:00,303.0933091072,4.8886017598,39.1088140784,259.0958932691,0.4088060719,0.054778515,64.81
2023-03-13 16:00:00,339.4477808287,5.4749642069,43.7997136553,290.1731029664,0.5380291568,0.061348914,59.43
2023-03-13 17:00:00,335.5997265708,5.4128988157,43.3031905253,286.8836372298,1.3057637077,0.0606534493,44.52
2023-03-13 18:00:00,340.074640054,5.4850748396,43.8805987166,290.7089664978,1.0787064072,0.0614622072,43.92
2023-03-13 19:00:00,361.5532398416,5.8315038684,46.6520309473,309.0697050259,1.1807795216,0.0653440672,47.585
