DateTime,Heavy_Vehicle,Commercial_Vehicle,Light_Vehicle,All_Vehicle,CongestionIndex,CO2Equivalent,AverageVehicleSpeed
2023-03-13 00:00:00,0.0,0.0,0.0,0.0,0.07986922,0.0,21.41
2023-03-13 01:00:00,0.0,0.0,0.0,0.0,0.0414414414,0.0,22.2
2023-03-13 02:00:00,0.0,0.0,0.0,0.0,0.0221043324,0.0,22.62
2023-03-13 03:00:00,0.0,0.0,0.0,0.0,0.0030368764,0.0,23.05
2023-03-13 04:00:00,0.0,0.0,0.0,0.0,0.0221043324,0.0,22.62
2023-03-13 05:00:00,0.0,0.0,0.0,0.0,-0.0358632193,0.0,95.92
2023-03-13 06:00:00,0.0,0.0,0.0,0.0,-0.0116822952,0.0,93.58
2023-03-13 07:00:00,2.4472966384,51.3932294063,12.236483192,66.0770092366,0.1764290134,0.0061320376,78.92
2023-03-13 08:00:00,4.3844447492,92.0733397322,21.9222237458,118.3800082271,0.4127371383,0.0112649797,65.47
2023-03-13 09:00:00,5.0103208342,105.2167375181,25.051604171,135.2786625232,0.4660748256,0.0129459672,63.08
2023-03-13 10:00:00,5.0943481331,106.9813107959,25.4717406657,137.5473995947,0.4660748256,0.0131630819,63.08
2023-03-13 11:00:00,5.0579406194,106.2167530073,25.289703097,136.5643967237,0.4660748256,0.01306901,63.08
2023-03-13 12:00:00,4.7937228847,100.6681805777,23.9686144233,129.4305178856,0.4369845022,0.0123863084,64.36
2023-03-13 13:00:00,4.2095601693,88.400763555,21.0478008464,113.6581245707,0.3742635989,0.0108769138,67.31
2023-03-13 14:00:00,3.8865059352,81.6166246388,19.4325296759,104.9356602499,0.3310305124,0.0100421869,69.48
2023-03-13 15:00:00,4.0529798213,85.1125762474,20.2648991065,109.4304551753,0.3500141526,0.0104723321,68.51
2023-03-13 16:00:00,4.6363234835,97.3627931526,23.1816174173,125.1807340533,0.4176491425,0.0119796104,65.25
2023-03-13 17:00:00,5.2450504091,110.1460585914,26.2252520456,141.6163610461,0.4850293969,0.0135524755,62.28
2023-03-13 18:00:00,5.3912392748,113.2160247707,26.956196374,145.5634604195,0.4993984812,0.013930207,61.68
2023-03-13 19:00:00,4.7124829527,98.9621420075,23.5624147637,127.237039724,0.4368661163,0.0121763958,64.4
2023-03-13 20:00:00,3.6212773223,76.0468237677,18.1063866114,97.7744877014,0.3018045332,0.0093568733,71.09
2023-03-13 21:00:00,2.2636472313,47.5365918577,11.3182361566,61.1184752456,0.171515019,0.0056669235,79.02
2023-03-13 22:00:00,0.4768024537,10.0128515271,2.3840122683,12.8736662491,0.0605504587,0.0011713161,87.2
2023-03-13 23:00:00,0.0,0.0,0.0,0.0,0.0993818355,0.0,21.03
2023-03-14 00:00:00,0.0,0.0,0.0,0.0,0.0993818355,0.0,21.03
2023-03-14 01:00:00,0.0,0.0,0.0,0.0,0.0414414414,0.0,22.2
2023-03-14 02:00:00,0.0,0.0,0.0,0.0,0.0221043324,0.0,22.62
2023-03-14 03:00:00,0.0,0.0,0.0,0.0,0.0221043324,0.0,22.62
2023-03-14 04:00:00,0.0,0.0,0.0,0.0,0.0221043324,0.0,22.62
2023-03-14 05:00:00,0.0,0.0,0.0,0.0,-0.0358632193,0.0,95.92
2023-03-14 06:00:00,0.0,0.0,0.0,0.0,0.0078037404,0.0,91.77
2023-03-14 07:00:00,2.2775360341,47.8282567154,11.3876801703,61.4934729197,0.1571595422,0.0056934,80.11
2023-03-14 08:00:00,4.1888407428,87.9656555984,20.9442037139,113.0987000551,0.388586367,0.0107595663,66.62
2023-03-14 09:00:00,4.8911667606,102.7145019731,24.4558338031,132.0615025369,0.4516250894,0.0126380897,63.71
2023-03-14 10:00:00,5.1430446458,108.0039375625,25.7152232292,138.8622054375,0.4707828373,0.0132889069,62.88
2023-03-14 11:00:00,5.1187474432,107.4936963065,25.5937372158,138.2061809655,0.4754908489,0.0132261263,62.68
2023-03-14 12:00:00,4.7375830124,99.4892432607,23.6879150621,127.9147413352,0.432204123,0.0122412508,64.58
2023-03-14 13:00:00,4.1236443452,86.5965312482,20.6182217258,111.3383973191,0.3597415683,0.0106549193,68.03
2023-03-14 14:00:00,3.8955012918,81.8055271284,19.4775064591,105.1785348793,0.3310305124,0.0100654296,69.48
2023-03-14 15:00:00,4.1953959258,88.1033144415,20.9769796289,113.2756899962,0.3694010018,0.0108403154,67.54
2023-03-14 16:00:00,5.0500188874,106.050396635,25.2500944369,136.3505099593,0.4562878327,0.0130485414,63.54
2023-03-14 17:00:00,4.8654543683,102.1745417339,24.3272718414,131.3672679435,0.5624888041,0.0125716525,59.21
2023-03-14 18:00:00,6.708867721,140.88622214,33.5443386048,181.1394284657,1.144999734,0.0173347744,51.2066666667
2023-03-14 19:00:00,4.9525304722,104.0031399154,24.7626523608,133.7183227483,1.1747466181,0.012796645,50.1666666667
2023-03-14 20:00:00,3.4551649138,72.558463189,17.2758245688,93.2894526716,0.2921477606,0.0089276621,71.65
2023-03-14 21:00:00,2.1655280343,45.4760887199,10.8276401714,58.4692569256,0.1522328868,0.0052219631,80.31
2023-03-14 22:00:00,0.453107553,9.5152586127,2.2655377649,12.2339039306,0.0414414414,0.0010462805,88.8
2023-03-14 23:00:00,0.0,0.0,0.0,0.0,0.0993818355,0.0,21.03
2023-03-15 00:00:00,0.0,0.0,0.0,0.0,0.0993818355,0.0,21.03
2023-03-15 01:00:00,0.0,0.0,0.0,0.0,0.0993818355,0.0,21.03
2023-03-15 02:00:00,0.0,0.0,0.0,0.0,0.0605504587,0.0,21.8
2023-03-15 03:00:00,0.0,0.0,0.0,0.0,0.0414414414,0.0,22.2
2023-03-15 04:00:00,0.0,0.0,0.0,0.0,0.0605504587,0.0,21.8
2023-03-15 05:00:00,0.0,0.0,0.0,0.0,-0.0165886857,0.0,94.04
2023-03-15 06:00:00,0.0,0.0,0.0,0.0,0.0078037404,0.0,91.77
2023-03-15 07:00:00,2.2252320533,46.7298731194,11.1261602665,60.0812654392,0.1523430406,0.005567664,80.46
2023-03-15 08:00:00,4.0350360656,84.735757377,20.1751803279,108.9459737704,0.369468984,0.0103652933,67.55
2023-03-15 09:00:00,4.6643440927,97.9512259477,23.3217204637,125.9372905041,0.4271604938,0.0120520117,64.8
2023-03-15 10:00:00,4.936806098,103.6729280575,24.6840304899,133.2937646453,0.4516250894,0.0127560154,63.71
2023-03-15 11:00:00,4.9246702601,103.4180754613,24.6233513003,132.9660970216,0.4564416681,0.0127246581,63.5
2023-03-15 12:00:00,4.5524031981,95.6004671607,22.7620159906,122.9148863495,0.4127371383,0.0117627721,65.47
2023-03-15 13:00:00,3.9841711531,83.6675942149,19.9208557655,107.5726211335,0.3453520493,0.0102945401,68.75
2023-03-15 14:00:00,3.7726273828,79.2251750398,18.8631369142,101.8609393369,0.3163083938,0.0097479407,70.26
2023-03-15 15:00:00,4.0646720865,85.3581138163,20.3233604324,109.7461463352,0.3547442382,0.0105025433,68.28
2023-03-15 16:00:00,4.790440689,100.5992544695,23.9522034451,129.3418986036,0.4321581047,0.0123778277,64.6
2023-03-15 17:00:00,5.774296642,121.2602294811,28.8714832098,155.9060093329,0.5286302172,0.0149199736,60.52
2023-03-15 18:00:00,5.9507528713,124.9658102967,29.7537643564,160.6703275243,0.5622777154,0.0153759118,59.2
2023-03-15 19:00:00,4.8518554289,101.8889640072,24.2592771446,131.0000965806,0.4465132314,0.0125365148,63.99
2023-03-15 20:00:00,3.4591186912,72.6414925144,17.2955934558,93.3962046613,0.2730231257,0.0089378781,72.73
2023-03-15 21:00:00,2.1378026994,44.8938566875,10.689013497,57.7206728839,0.1522328868,0.0051503248,80.31
2023-03-15 22:00:00,0.453107553,9.5152586127,2.2655377649,12.2339039306,0.07986922,0.0010462805,85.64
2023-03-15 23:00:00,0.0,0.0,0.0,0.0,0.0993818355,0.0,21.03
2023-03-16 00:00:00,0.0,0.0,0.0,0.0,0.0993818355,0.0,21.03
2023-03-16 01:00:00,0.0,0.0,0.0,0.0,0.0993818355,0.0,21.03
2023-03-16 02:00:00,0.0,0.0,0.0,0.0,0.07986922,0.0,21.41
2023-03-16 03:00:00,0.0,0.0,0.0,0.0,0.07986922,0.0,21.41
2023-03-16 04:00:00,0.0,0.0,0.0,0.0,0.0605504587,0.0,21.8
2023-03-16 05:00:00,0.0,0.0,0.0,0.0,-0.0165886857,0.0,94.04
2023-03-16 06:00:00,0.0,0.0,0.0,0.0,-0.0067759047,0.0,93.12
2023-03-16 07:00:00,2.1441564902,45.0272862952,10.7207824512,57.8922252367,0.1426198628,0.0053581761,81.09
2023-03-16 08:00:00,4.0088999206,84.1868983319,20.0444996028,108.2402978553,0.3644268781,0.0102977612,67.83
2023-03-16 09:00:00,4.7370077524,99.4771627995,23.6850387618,127.8992093136,0.4369845022,0.0122397644,64.36
2023-03-16 10:00:00,5.1450777409,108.0466325595,25.7253887046,138.9170990051,0.4659662585,0.0132941601,63.09
2023-03-16 11:00:00,5.4308598613,114.048057087,27.1542993064,146.6332162547,0.5042290176,0.0140325811,61.48
2023-03-16 12:00:00,5.3803325069,112.9869826456,26.9016625347,145.2689776872,0.4993984812,0.0139020255,61.68
2023-03-16 13:00:00,4.7996189062,100.7919970309,23.9980945312,129.5897104684,0.4370207017,0.0124015429,64.37
2023-03-16 14:00:00,4.2830456422,89.9439584862,21.415228211,115.6422323394,0.374398332,0.0110667899,67.29
2023-03-16 15:00:00,4.2695792732,89.6611647368,21.3478963659,115.2786403759,0.374398332,0.0110319947,67.29
2023-03-16 16:00:00,4.8986909272,102.8725094716,24.4934546361,132.2646550349,0.4417287134,0.0126575311,64.17
2023-03-16 17:00:00,5.8393444181,122.6262327799,29.1967220904,157.6622992884,0.538153497,0.015088048,60.14
2023-03-16 18:00:00,6.2932197426,132.1576145944,31.466098713,169.91693305,0.5813953488,0.0162607982,58.48
2023-03-16 19:00:00,5.7970006806,121.7370142924,28.985003403,156.5190183759,0.5429617936,0.0149786377,59.96
2023-03-16 20:00:00,4.3822040555,92.0262851652,21.9110202774,118.3195094981,0.3937031403,0.0113230014,66.44
2023-03-16 21:00:00,2.4955437938,52.4064196698,12.477718969,67.3796824326,0.2006092911,0.0062567015,77.16
2023-03-16 22:00:00,0.5007319489,10.515370927,2.5036597445,13.5197626204,0.07986922,0.0012300099,85.64
2023-03-16 23:00:00,0.0,0.0,0.0,0.0,0.0993818355,0.0,21.03
2023-03-17 00:00:00,0.0,0.0,0.0,0.0,0.0993818355,0.0,21.03
2023-03-17 01:00:00,0.0,0.0,0.0,0.0,0.0993818355,0.0,21.03
2023-03-17 02:00:00,0.0,0.0,0.0,0.0,0.0993818355,0.0,21.03
2023-03-17 03:00:00,0.0,0.0,0.0,0.0,0.0993818355,0.0,21.03
2023-03-17 04:00:00,0.0,0.0,0.0,0.0,0.0993818355,0.0,21.03
2023-03-17 05:00:00,0.0,0.0,0.0,0.0,0.0125706044,0.0,91.34
2023-03-17 06:00:00,0.4528216742,9.5092551578,2.2641083709,12.2261852028,0.0703107389,0.0009785937,86.44
2023-03-17 07:00:00,2.2536003894,47.3256081777,11.2680019471,60.8472105141,0.1667481521,0.0057591764,79.29
2023-03-17 08:00:00,3.3704484588,70.7794176338,16.8522422938,91.0021083863,0.2730984232,0.0087087667,72.65
2023-03-17 09:00:00,3.8858275471,81.602378489,19.4291377355,104.9173437715,0.3496789259,0.010040434,68.52
2023-03-17 10:00:00,4.1270466907,86.6679805038,20.6352334533,111.4302606478,0.3646709163,0.0106637105,67.77
2023-03-17 11:00:00,4.1711850997,87.5948870936,20.8559254985,112.6219976918,0.3696682464,0.010777758,67.52
2023-03-17 12:00:00,4.0087249342,84.1832236187,20.0436246711,108.2355732241,0.354676256,0.0103579837,68.27
2023-03-17 13:00:00,3.6833216905,77.3497554996,18.4166084523,99.4496856424,0.3115436612,0.0095171873,70.52
2023-03-17 14:00:00,3.592905072,75.4510065127,17.9645253602,97.0084369449,0.2971068232,0.0092835634,71.3
2023-03-17 15:00:00,3.7425398601,78.5933370621,18.7126993005,101.0485762227,0.3163083938,0.0096701987,70.26
2023-03-17 16:00:00,4.0755902107,85.5873944248,20.3779510535,110.040935689,0.3596735862,0.0105307542,68.02
2023-03-17 17:00:00,4.3676723984,91.7211203667,21.8383619921,117.9271547572,0.3934511857,0.0112854536,66.37
2023-03-17 18:00:00,4.2680787326,89.6296533847,21.340393663,115.2381257803,0.3887211001,0.0110281175,66.6
2023-03-17 19:00:00,3.7802690384,79.3856498073,18.9013451922,102.067264038,0.3257752408,0.0097676856,69.78
