DateTime,HeavyVehicle Value,CommercialVehicle Value,LightVehicle Value,CongestionIndex,CO2Equivalent,AverageVehicleSpeed
2023-04-19 14:00:00,35.7531240652,0.0,0.0,0.1851720468,0.0023600595,56.38
2023-04-19 15:00:00,35.7822757207,0.0,0.0,0.1943511531,0.0023619838,111.9
2023-04-19 16:00:00,35.8482906007,0.0,0.0,0.2397531474,0.0023663414,107.83
2023-04-19 17:00:00,35.8576320522,0.0,0.0,0.3492243912,0.002366958,99.14
2023-04-19 18:00:00,35.7901358829,0.0,0.0,0.45391316,0.0023625026,91.92
2023-04-19 19:00:00,35.8529600735,0.0,0.0,0.3857863136,0.0023666496,96.52
2023-04-19 20:00:00,35.8293759395,0.0,0.0,0.2443671524,0.0023650929,107.48
2023-04-19 21:00:00,28.9687306952,0.0,0.0,0.144121625,0.0018678597,116.87
2023-04-19 22:00:00,6.6718976827,0.0,0.0,0.0756600129,0.0004256236,124.24
2023-04-19 23:00:00,0.0,0.0,0.0,0.0939751146,0.0,30.54
2023-04-20 00:00:00,0.0,0.0,0.0,0.0939751146,0.0,30.54
2023-04-20 01:00:00,0.0,0.0,0.0,0.0939751146,0.0,30.54
2023-04-20 02:00:00,0.0,0.0,0.0,0.0939751146,0.0,30.54
2023-04-20 03:00:00,0.0,0.0,0.0,0.0756600129,0.0,31.06
2023-04-20 04:00:00,0.0,0.0,0.0,0.112183755,0.0,30.04
2023-04-20 05:00:00,0.0,0.0,0.0,-0.0153256705,0.0,135.72
2023-04-20 06:00:00,0.0,0.0,0.0,0.0027010804,0.0,133.28
2023-04-20 07:00:00,0.0,0.0,0.0,0.0575194103,0.0,126.39
2023-04-20 08:00:00,26.752354735,0.0,0.0,0.125823838,0.0017659198,118.79
2023-04-20 09:00:00,35.7690891775,0.0,0.0,0.2035302594,0.0023611133,111.04
2023-04-20 10:00:00,35.8409611182,0.0,0.0,0.2351704185,0.0023658576,108.2
2023-04-20 11:00:00,35.8538870024,0.0,0.0,0.239703154,0.0023667108,107.8
2023-04-20 12:00:00,35.8438326328,0.0,0.0,0.2351704185,0.0023660471,108.2
2023-04-20 13:00:00,35.7902491325,0.0,0.0,0.2034511944,0.0023625101,111.06
2023-04-20 14:00:00,35.7403119898,0.0,0.0,0.1806184693,0.0023592138,113.2
2023-04-20 15:00:00,35.7202939444,0.0,0.0,0.1669577366,0.0023578924,114.52
2023-04-20 16:00:00,35.7733220514,0.0,0.0,0.1943511531,0.0023613928,111.9
2023-04-20 17:00:00,35.8571858667,0.0,0.0,0.248836751,0.0023669286,107.04
2023-04-20 18:00:00,35.8945727722,0.0,0.0,0.3036148247,0.0023693965,102.52
2023-04-20 19:00:00,35.8841354858,0.0,0.0,0.2807476654,0.0023687075,104.36
2023-04-20 20:00:00,35.797127351,0.0,0.0,0.2124944181,0.0023629641,110.25
2023-04-20 21:00:00,28.9581590947,0.0,0.0,0.1395680475,0.0018671618,117.31
2023-04-20 22:00:00,6.6718976827,0.0,0.0,0.0756600129,0.0004256236,124.24
2023-04-20 23:00:00,0.0,0.0,0.0,0.0939751146,0.0,30.54
2023-04-21 00:00:00,0.0,0.0,0.0,0.0939751146,0.0,30.54
2023-04-21 01:00:00,0.0,0.0,0.0,0.0939751146,0.0,30.54
2023-04-21 02:00:00,0.0,0.0,0.0,0.0939751146,0.0,30.54
2023-04-21 03:00:00,0.0,0.0,0.0,0.0756600129,0.0,31.06
2023-04-21 04:00:00,0.0,0.0,0.0,0.0939751146,0.0,30.54
