DateTime,HeavyVehicle Value,CommercialVehicle Value,LightVehicle Value,CongestionIndex,CO2Equivalent,AverageVehicleSpeed
2023-03-13 00:00:00,0.0,0.0,0.0,0.0491709548,0.0,34.98
2023-03-13 01:00:00,0.0,0.0,0.0,0.0140922907,0.0,36.19
2023-03-13 02:00:00,0.0,0.0,0.0,0.0140922907,0.0,36.19
2023-03-13 03:00:00,0.0,0.0,0.0,-0.0032590983,0.0,36.82
2023-03-13 04:00:00,0.0,0.0,0.0,0.0140922907,0.0,36.19
2023-03-13 05:00:00,0.0,0.0,0.0,-0.0207853137,0.0,149.94
2023-03-13 06:00:00,0.0,0.0,0.0,0.0098356095,0.0,145.4
2023-03-13 07:00:00,434.4638526653,42.5018986303,25.1863102994,0.1628885327,0.0603186243,126.56
2023-03-13 08:00:00,642.4870142228,62.8519905218,37.2456240129,0.3375211111,0.0928296929,109.76
2023-03-13 09:00:00,617.4753789747,60.4052001171,35.7956741435,0.2808428048,0.0902311705,114.69
2023-03-13 10:00:00,575.2007343341,56.2696370544,33.3449701063,0.2108697054,0.077330889,121.24
2023-03-13 11:00:00,561.4296545574,54.9224662067,32.546646641,0.2021427814,0.0731536015,122.12
2023-03-13 12:00:00,547.5670591239,53.5663427404,31.7430179202,0.1803214749,0.0713473222,124.38
2023-03-13 13:00:00,540.9916690672,52.9230980609,31.361835888,0.1714012129,0.0704905568,125.32
2023-03-13 14:00:00,540.1624047476,52.8419743775,31.3137625941,0.1714012129,0.0703825047,125.32
2023-03-13 15:00:00,550.1135765824,53.8154585787,31.8906421207,0.1847816059,0.0716791303,123.91
2023-03-13 16:00:00,565.4999121754,55.3206435824,32.7826036044,0.2021427814,0.07540374,122.12
2023-03-13 17:00:00,576.9343653832,56.4392313962,33.445470457,0.224149433,0.0826262649,119.92
2023-03-13 18:00:00,567.1940460077,55.486374066,32.8808142613,0.2109959331,0.0779175354,121.24
2023-03-13 19:00:00,533.7900034467,52.2185872937,30.9443480259,0.1628264478,0.0701254515,126.28
2023-03-13 20:00:00,502.239699244,49.1321444913,29.1153448837,0.1192083436,0.0654412223,131.18
2023-03-13 21:00:00,123.7455601536,12.1055439281,7.1736556611,0.0797667651,0.0161238961,135.98
2023-03-13 22:00:00,0.0,0.0,0.0,0.0317683441,0.0,142.28
2023-03-13 23:00:00,0.0,0.0,0.0,0.0491709548,0.0,34.98
2023-03-14 00:00:00,0.0,0.0,0.0,0.0491709548,0.0,34.98
2023-03-14 01:00:00,0.0,0.0,0.0,0.0140922907,0.0,36.19
2023-03-14 02:00:00,0.0,0.0,0.0,0.0140922907,0.0,36.19
2023-03-14 03:00:00,0.0,0.0,0.0,-0.0032590983,0.0,36.82
2023-03-14 04:00:00,0.0,0.0,0.0,0.0140922907,0.0,36.19
2023-03-14 05:00:00,0.0,0.0,0.0,-0.016423099,0.0,149.26
2023-03-14 06:00:00,0.0,0.0,0.0,0.018511304,0.0,144.14
2023-03-14 07:00:00,405.295239391,39.6484473317,23.4953761966,0.1235345473,0.054606222,130.87
2023-03-14 08:00:00,591.5436630262,57.8684018178,34.2923862624,0.2677634425,0.0849020439,115.8
2023-03-14 09:00:00,589.128389294,57.6321250396,34.1523703939,0.2328460291,0.0860888482,119.08
2023-03-14 10:00:00,575.2726980764,56.2766769857,33.3491419175,0.2197228571,0.0807027662,120.36
2023-03-14 11:00:00,565.4763297522,55.3183366062,32.7812365074,0.2064431295,0.0748274043,121.68
